1.187713	1.286119	vous
1.286119	1.549904	gérez
1.609358	1.984533	déjà
1.994100	2.072005	des
2.215515	2.419845	projets
2.419845	2.562672	sur
2.562672	2.702081	le
2.780669	3.265869	terrain
3.339674	3.454481	mais
3.454481	3.544004	vous
3.544004	3.855625	souhaitez
3.855625	4.270118	développer
4.270118	4.408922	vos
4.408922	5.215082	compétences
